RECORD_ID,RECORD_TYPE,PARAMETER,V7_REFERENCE,CURRENT_VALUE,UNIT,SOURCE_ID,REPOSITORY_PATH,COMMIT_SHA,SOURCE_SHA256,SOURCE_REVISION,ORIGINAL_AUDIT_STATUS,CANONICAL_CLASSIFICATION,EVIDENCE_CLASS,CONFIDENCE,ENGINEERING_PURPOSE,MISSING_INFORMATION,DEPENDENCY,RISK,NEXT_REQUIRED_EVIDENCE,CONFLICT_ID,RADE_MAY_USE,RADE_MAY_MODIFY,RADE_MUST_NOT_ASSUME,NORMALIZATION_NOTE
K-0051,PARAMETER,Current reconstructed link primitive,150L,30×24×300,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Left seatback rotation-control link,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,YES,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0052,PARAMETER,Current reconstructed cylinder,150L,R14×24 along Y,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Left seatback rotation-control link,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0053,PARAMETER,Current reconstructed anchor origin,150L,"(-145,-205,370)",mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,Medium,Left seatback rotation-control link,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0054,PARAMETER,Current reconstructed link primitive,150R,30×24×300,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Right seatback rotation-control link,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,YES,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0055,PARAMETER,Current reconstructed cylinder,150R,R14×24 along Y,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Right seatback rotation-control link,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0056,PARAMETER,Current reconstructed anchor origin,150R,"(-145,+205,370)",mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,Medium,Right seatback rotation-control link,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0057,PARAMETER,Current reconstructed uprights,160,32×50×620 (2),mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,CONFLICTED,CAD_SCRIPT_GEOMETRY,High,Seatback frame,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,C-007,NO,NO,YES,
K-0058,PARAMETER,Current reconstructed cross-members,160,32×410×50 (2),mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Seatback frame,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0059,PARAMETER,Current reconstructed placement,160,X=-185; Y=±205; Z=225; cross Z=235/820,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,Medium,Seatback frame,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0060,PARAMETER,Current reconstructed housing,170,90×60×45,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Multi-state lock,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0061,PARAMETER,Current reconstructed pin,170,R12×60 along Y,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Multi-state lock,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0062,PARAMETER,Current reconstructed lock block,170,18×54×18,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Multi-state lock,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0063,PARAMETER,Current reconstructed locations,170,"housing (-80,0,320); pin (-55,-30,342)",mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,Medium,Multi-state lock,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0064,PARAMETER,Current reconstructed housing,180,180×50×50,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Rebound-control module,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0065,PARAMETER,Current reconstructed cylinder,180,R18×70 along X,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Rebound-control module,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0066,PARAMETER,Current reconstructed locations,180,"body (115,0,250); cyl (25,0,275)",mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,Medium,Rebound-control module,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0067,PARAMETER,Current reconstructed anchor blocks,190,45×40×60 (2),mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Occupant restraint interface,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0068,PARAMETER,Current reconstructed placement,190,X=120; Y=±235; Z=560,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,Medium,Occupant restraint interface,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0069,PARAMETER,Current reconstructed loft profiles,200,24×260 and 24×320,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Torso/head guidance,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0070,PARAMETER,Current reconstructed longitudinal offset,200,120,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Torso/head guidance,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0071,PARAMETER,Current reconstructed lateral placement,200,Y=±200,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,CONFLICTED,CAD_SCRIPT_GEOMETRY,High,Torso/head guidance,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,C-009,NO,NO,YES,
K-0072,PARAMETER,Current reconstructed instrument plate,210,100×80×8,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Sensor/trigger interface,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0073,PARAMETER,Current reconstructed bosses,210,R6×20 (2),mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Sensor/trigger interface,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0074,PARAMETER,Current reconstructed placement,210,"plate (80,0,335); bosses X=110, Y=±28, Z=343",mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,Medium,Sensor/trigger interface,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0075,PARAMETER,Current reconstructed hinge cylinders,J,R18×50 along Y (2),mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,High,Hinge/pivot/joint hardware,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0076,PARAMETER,Current reconstructed locations,J,"X=-185; Y=-235,+185; Z=270",mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,MODEL_DERIVED,MODEL_ONLY,CAD_SCRIPT_GEOMETRY,Medium,Hinge/pivot/joint hardware,"Manufacturing feature semantics, released datums and tolerance control are absent.",Released CAD + PMI/GD&T + metrology,High,Controlled drawing/PMI + independent inspection,,NO,NO,YES,Model/reconstruction datum; not a physical or manufacturing fact.
K-0077,PARAMETER,Embedded reconstruction parameter seat_width_mm,SYSTEM,520,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,DESIGN_ASSUMPTION,DESIGN_ASSUMPTION,CAD_SCRIPT_PARAMETER,Medium,Current reconstruction control input,Not authoritative; several values conflict with source R0/R1 and remain design assumptions.,Source-to-model reconciliation,Critical,Controlled parameter register,,NO,NO,YES,
K-0078,PARAMETER,Embedded reconstruction parameter seat_pan_depth_mm,SYSTEM,500,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,DESIGN_ASSUMPTION,DESIGN_ASSUMPTION,CAD_SCRIPT_PARAMETER,Medium,Current reconstruction control input,Not authoritative; several values conflict with source R0/R1 and remain design assumptions.,Source-to-model reconciliation,Critical,Controlled parameter register,,NO,NO,YES,
K-0079,PARAMETER,Embedded reconstruction parameter seatback_height_mm,SYSTEM,650,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,DESIGN_ASSUMPTION,DESIGN_ASSUMPTION,CAD_SCRIPT_PARAMETER,Medium,Current reconstruction control input,Not authoritative; several values conflict with source R0/R1 and remain design assumptions.,Source-to-model reconciliation,Critical,Controlled parameter register,,YES,NO,YES,
K-0080,PARAMETER,Embedded reconstruction parameter rail_spacing_mm,SYSTEM,420,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,DESIGN_ASSUMPTION,DESIGN_ASSUMPTION,CAD_SCRIPT_PARAMETER,Medium,Current reconstruction control input,Not authoritative; several values conflict with source R0/R1 and remain design assumptions.,Source-to-model reconciliation,Critical,Controlled parameter register,,YES,NO,YES,
K-0081,PARAMETER,Embedded reconstruction parameter ride_down_budget_mm,SYSTEM,350,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,DESIGN_ASSUMPTION,CONFLICTED,CAD_SCRIPT_PARAMETER,Medium,Current reconstruction control input,Not authoritative; several values conflict with source R0/R1 and remain design assumptions.,Source-to-model reconciliation,Critical,Controlled parameter register,C-008,NO,NO,YES,
K-0082,PARAMETER,Embedded reconstruction parameter capture_frame_width_mm,SYSTEM,470,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,DESIGN_ASSUMPTION,DESIGN_ASSUMPTION,CAD_SCRIPT_PARAMETER,Medium,Current reconstruction control input,Not authoritative; several values conflict with source R0/R1 and remain design assumptions.,Source-to-model reconciliation,Critical,Controlled parameter register,,YES,NO,YES,
K-0083,PARAMETER,Embedded reconstruction parameter rail_travel_current_baseline_mm,SYSTEM,180,mm,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,DESIGN_ASSUMPTION,CONFLICTED,CAD_SCRIPT_PARAMETER,Medium,Current reconstruction control input,Not authoritative; several values conflict with source R0/R1 and remain design assumptions.,Source-to-model reconciliation,Critical,Controlled parameter register,C-008,YES,NO,YES,
K-0084,PARAMETER,Embedded reconstruction parameter absorber_force_target_kN,SYSTEM,18–22,kN,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,DESIGN_ASSUMPTION,DESIGN_ASSUMPTION,CAD_SCRIPT_PARAMETER,Medium,Current reconstruction control input,Not authoritative; several values conflict with source R0/R1 and remain design assumptions.,Source-to-model reconciliation,Critical,Controlled parameter register,,NO,NO,YES,
K-0085,PARAMETER,Embedded H-point vehicle authority,SYSTEM,,,V7_RECON_SCRIPT,V7_ENGINEERING_BASELINE/CAD_NATIVE/v7_engineering_reconstruction.py,f562a8cfe00835f1919ab3683bf17b3ae407100b,1c53712b102dcbc5cfaa03807894cc0758031ea6ee1f2408d2aa6bb00561abac,V7-RC-001,OEM_INPUT_REQUIRED,CONFLICTED,Explicit None/TO_BE_DEFINED,High,Vehicle interface,No vehicle-specific H-point.,OEM datum/H-point package,Critical,OEM vehicle data,C-002,YES,NO,YES,
